Second Class;PF-19165;?;Consumer;Sandy Springs;Georgia;South;?;Art;Bulldog Vacuum Base Pencil Sharpener;35.97
Standard Class;PK-19075;Pete Kriz;Consumer;New York City;New York;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
Standard Class;SS-20140;Saphhira Shifley;Corporate;Los Angeles;?;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;?
First Class;?;Jennifer Patt;?;Dallas;Texas;Central;FUR-TA-10003008;Tables;Lesro Round Back Collection Coffee Table End Table;127.78
?;ND-18460;Neil Ducich;?;Macon;?;South;OFF-PA-10000019;Paper;Xerox 1931;38.88
?;GT-14755;Guy Thornton;Consumer;Los Angeles;California;West;OFF-PA-10000552;?;Xerox 200;12.96
?;MG-18205;Mitch Gastineau;Corporate;Jacksonville;Florida;South;OFF-BI-10003712;Binders;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;?
First Class;?;Corey Roper;Home Office;Columbus;Georgia;South;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;121.78
Standard Class;CC-12430;Chuck Clark;Home Office;Concord;New Hampshire;East;?;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
Standard Class;SP-20920;Susan Pistek;Consumer;San Luis Obispo;?;West;OFF-FA-10003059;Fasteners;?;3.62
Same Day;?;Gary Zandusky;Consumer;Columbia;Maryland;East;?;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;Corporate;Tempe;?;West;TEC-PH-10001760;?;?;?
Standard Class;ML-17395;Marina Lichtenstein;Corporate;San Diego;California;West;?;Accessories;HP Standard 104 key PS/2 Keyboard;?
First Class;JM-16195;Justin MacKendrick;Consumer;Lake Forest;California;West;?;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542.94
Second Class;GD-14590;Giulietta Dortch;Corporate;Philadelphia;Pennsylvania;East;TEC-PH-10004667;Phones;?;728.95
?;CC-12220;?;Consumer;Fairfield;Connecticut;East;OFF-EN-10004030;Envelopes;Convenience Packs of Business Envelopes;10.86
Second Class;NP-18685;Nora Pelletier;Home Office;Indianapolis;Indiana;Central;TEC-CO-10002095;Copiers;?;999.98
?;TS-21370;Todd Sumrall;Corporate;Wilmington;?;East;OFF-BI-10004492;Binders;?;?
Same Day;?;Jennifer Ferguson;Consumer;Seattle;Washington;?;?;Paper;Xerox 225;19.44
?;SE-20110;Sanjit Engle;Consumer;San Jose;California;West;OFF-ST-10000675;?;File Shuttle II and Handi-File Black;169.45
?;PF-19225;Phillip Flathmann;Consumer;Edmonds;Washington;?;TEC-PH-10002033;Phones;?;455.71
Standard Class;?;?;Home Office;Fresno;?;West;FUR-BO-10003894;?;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;120.67
Standard Class;CY-12745;Craig Yedwab;Corporate;Gilbert;Arizona;West;FUR-FU-10004306;Furnishings;Electrix Halogen Magnifier Lamp;621.76
Second Class;MH-18025;?;Consumer;Seattle;Washington;?;FUR-BO-10002213;Bookcases;?;704.9
Standard Class;?;?;Home Office;Salem;?;?;OFF-EN-10002230;Envelopes;Airmail Envelopes;251.79
Standard Class;TZ-21580;Tracy Zic;Consumer;Los Angeles;California;West;OFF-FA-10000992;Fasteners;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;10.65
Standard Class;SJ-20125;Sanjit Jacobs;Home Office;Dallas;Texas;Central;OFF-BI-10001757;Binders;?;8.86
?;?;Joseph Airdo;Consumer;?;Oregon;?;TEC-MA-10004086;Machines;Plantronics Single Ear Headset;29.92
Standard Class;TS-21160;?;Corporate;Columbus;Georgia;South;TEC-PH-10001557;Phones;Pyle PMP37LED;287.97
?;?;Arthur Gainer;Consumer;Tucson;Arizona;West;?;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;1023.94
First Class;TB-21250;Tim Brockman;Consumer;Austin;?;Central;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
Standard Class;BS-11755;Bruce Stewart;Consumer;Philadelphia;Pennsylvania;East;OFF-AP-10000026;?;?;?
?;NL-18310;Nancy Lomonaco;Home Office;Danville;California;West;OFF-AR-10003469;Art;Nontoxic Chalk;8.8
Second Class;CC-12670;?;Consumer;?;Illinois;Central;?;?;Cardinal Hold-It CD Pocket;4.79
Standard Class;LE-16810;Laurel Elliston;?;Newark;?;East;OFF-ST-10001505;Storage;Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H;29.9
Second Class;JK-15205;Jamie Kunitz;Consumer;Hialeah;Florida;South;?;Binders;Avery Non-Stick Binders;5.39
Standard Class;PW-19240;Pierre Wener;?;San Francisco;California;West;FUR-BO-10002213;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;359.5
Second Class;TB-21520;Tracy Blumstein;?;Jackson;Michigan;Central;OFF-PA-10004675;Paper;?;19.05
Second Class;?;Joseph Airdo;Consumer;?;Arizona;West;OFF-BI-10004465;Binders;Avery Durable Slant Ring Binders;4.75
Standard Class;JK-15370;Jay Kimmel;Consumer;Fresno;California;West;OFF-ST-10002486;Storage;?;48.86
Standard Class;CR-12580;Clay Rozendal;Home Office;?;Washington;?;?;Supplies;?;25.35
Standard Class;LC-17140;Logan Currie;Consumer;Cleveland;?;East;?;Art;BIC Brite Liner Highlighters Chisel Tip;25.92
?;JD-15895;Jonathan Doherty;?;Riverside;?;West;?;Art;?;13.12
Standard Class;RD-19585;?;Consumer;Henderson;Kentucky;South;OFF-EN-10003862;Envelopes;Laser & Ink Jet Business Envelopes;10.67
?;RW-19540;?;?;Mesa;?;?;?;Phones;Samsung Rugby III;263.96
Standard Class;ES-14080;Erin Smith;Corporate;Providence;Rhode Island;East;?;Phones;i.Sound Portable Power - 8000 mAh;105.98
Standard Class;?;?;Consumer;Medford;Oregon;West;OFF-PA-10000241;Paper;?;24.78
Standard Class;?;Olvera Toch;?;?;Virginia;South;?;Tables;Lesro Sheffield Collection Coffee Table End Table Center Table Corner Table;?
Second Class;TT-21460;Tonja Turnell;Home Office;?;Texas;Central;OFF-PA-10000100;Paper;Xerox 1945;360.71
Second Class;?;Ross DeVincentis;Home Office;Chicago;Illinois;Central;OFF-PA-10001166;Paper;Xerox 2;5.18
Standard Class;BT-11680;Brian Thompson;Consumer;Clinton;Maryland;East;FUR-FU-10002918;?;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;181.96
First Class;SC-20260;Scott Cohen;Corporate;San Francisco;?;West;OFF-BI-10002735;?;GBC Prestige Therm-A-Bind Covers;137.24
Standard Class;?;Liz Thompson;Consumer;?;Texas;?;OFF-BI-10004141;Binders;Insertable Tab Indexes For Data Binders;1.27
Standard Class;GH-14410;Gary Hansen;?;Yuma;Arizona;West;?;Machines;Swingline SM12-08 MicroCut Jam Free Shredder;599.98
Standard Class;AT-10435;Alyssa Tate;Home Office;?;California;West;FUR-FU-10000010;Furnishings;DAX Value U-Channel Document Frames Easel Back;9.94
First Class;HM-14980;?;?;Los Angeles;California;West;OFF-BI-10001757;Binders;Pressboard Hanging Data Binders for Unburst Sheets;11.81
?;DK-13375;?;Consumer;Seattle;Washington;West;OFF-PA-10003883;?;Message Book Phone Wirebound Standard Line Memo 2 3/4 X 5;26.2
?;DO-13645;Doug O'Connell;?;Paterson;New Jersey;?;?;Chairs;?;182.22
Standard Class;GB-14575;Giulietta Baptist;Consumer;?;Virginia;?;OFF-ST-10003208;Storage;Adjustable Depth Letter/Legal Cart;544.38
Standard Class;AT-10735;Annie Thurman;Consumer;Bristol;Connecticut;East;?;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;95.94
?;SJ-20125;Sanjit Jacobs;Home Office;New Brunswick;New Jersey;?;?;Fasteners;OIC Binder Clips;7.16
Second Class;SG-20470;Sheri Gordon;?;Rockville;Maryland;East;OFF-PA-10001870;Paper;Xerox 202;19.44
Standard Class;VS-21820;Vivek Sundaresam;Consumer;Raleigh;?;South;OFF-AR-10001955;Art;Newell 319;47.62
Standard Class;?;Mick Crebagga;Consumer;Bloomington;Illinois;Central;OFF-AR-10003829;Art;Newell 35;13.12
Standard Class;Dl-13600;Dorris liebe;Corporate;Pasadena;Texas;?;OFF-AP-10002203;Appliances;?;1.62
First Class;DK-12835;Damala Kotsonis;?;Philadelphia;Pennsylvania;East;?;Binders;?;?
Standard Class;?;Anthony Johnson;?;San Francisco;?;West;FUR-FU-10000550;Furnishings;Stacking Trays by OIC;24.9
?;?;Matt Abelman;Home Office;New York City;New York;East;OFF-PA-10002254;Paper;Xerox 1883;184.66
Standard Class;?;Nathan Cano;Consumer;?;North Carolina;South;OFF-EN-10001335;Envelopes;White Business Envelopes with Contemporary Seam Recycled White Business Envelopes;35.01
Standard Class;SP-20920;Susan Pistek;Consumer;Parma;?;East;?;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs Rounded Back;1537.07
First Class;DS-13030;Darrin Sayre;Home Office;Aurora;Colorado;West;OFF-AP-10000891;Appliances;?;209.79
Standard Class;?;Sylvia Foulston;Corporate;Houston;Texas;Central;?;Binders;GBC Imprintable Covers;6.59
Standard Class;FM-14215;Filia McAdams;?;Bakersfield;California;West;OFF-PA-10002787;Paper;Xerox 227;12.96
First Class;?;Luke Foster;?;Inglewood;California;West;FUR-FU-10002703;Furnishings;Tenex Traditional Chairmats for Hard Floors Average Lip 36 x 48;?
Same Day;LS-17200;Luke Schmidt;Corporate;Philadelphia;?;East;FUR-FU-10003976;Furnishings;DAX Executive Solid Wood Document Frame Desktop or Hang Mahogany 5 x 7;70.45
Second Class;?;Russell Applegate;?;Columbus;Georgia;South;OFF-ST-10003058;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118.25
First Class;AG-10495;Andrew Gjertsen;Corporate;?;California;West;?;Binders;Fellowes Twister Kit Gray/Clear 3/pkg;19.3
Standard Class;BO-11350;Bill Overfelt;Corporate;Philadelphia;Pennsylvania;East;OFF-BI-10003684;Binders;Wilson Jones Legal Size Ring Binders;26.39
Standard Class;BG-11035;Barry Gonzalez;Consumer;?;Louisiana;South;?;Accessories;?;659.9
Standard Class;MT-18070;Michelle Tran;Home Office;Tulsa;Oklahoma;Central;OFF-BI-10003007;Binders;?;77.56
Second Class;RF-19735;Roland Fjeld;Consumer;Columbia;?;South;?;Accessories;Maxell 74 Minute CD-R Spindle 50/Pack;?
Standard Class;?;Paul Stevenson;Home Office;Seattle;Washington;West;OFF-ST-10001809;Storage;Fellowes Officeware Wire Shelving;359.32
First Class;?;Erin Creighton;?;?;?;?;?;?;?;56.56
Standard Class;WB-21850;William Brown;Consumer;?;Oregon;West;OFF-AP-10001469;Appliances;Fellowes 8 Outlet Superior Workstation Surge Protector;?
?;SV-20785;Stewart Visinsky;Consumer;?;Maryland;East;OFF-SU-10001165;Supplies;Acme Elite Stainless Steel Scissors;25.02
Second Class;DW-13480;Dianna Wilson;Home Office;Lakeville;Minnesota;Central;FUR-CH-10004063;Chairs;Global Deluxe High-Back Manager's Chair;2001.86
First Class;RW-19690;Robert Waldorf;Consumer;Wilmington;North Carolina;South;OFF-BI-10000848;?;Angle-D Ring Binders;3.28
Standard Class;KM-16375;Katherine Murray;Home Office;Dallas;Texas;Central;FUR-CH-10002024;?;HON 5400 Series Task Chairs for Big and Tall;981.37
?;SC-20230;Scot Coram;Corporate;Los Angeles;California;West;OFF-PA-10002606;?;?;47.52
Standard Class;AG-10270;Alejandro Grove;Consumer;Omaha;Nebraska;Central;OFF-ST-10000419;Storage;Rogers Jumbo File Granite;?
?;JM-15250;Janet Martin;?;New York City;New York;East;?;Binders;Acco Four Pocket Poly Ring Binder with Label Holder Smoke 1;29.8
Standard Class;BG-11740;?;Consumer;Los Angeles;California;?;FUR-FU-10000672;Furnishings;Executive Impressions 10 Spectator Wall Clock;?
Standard Class;DK-12895;Dana Kaydos;Consumer;?;?;South;FUR-FU-10001488;?;Tenex 46 x 60 Computer Anti-Static Chairmat Rectangular Shaped;339.14
Standard Class;SG-20080;?;Consumer;Independence;Missouri;Central;OFF-AP-10001058;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839.43
Second Class;DB-12910;Daniel Byrd;?;Henderson;Kentucky;South;FUR-FU-10001591;Furnishings;?;61.0
Second Class;VM-21685;Valerie Mitchum;Home Office;Seattle;Washington;West;TEC-PH-10004165;Phones;Mitel MiVoice 5330e IP Phone;659.98
Standard Class;AJ-10780;Anthony Jacobs;Corporate;Los Angeles;California;West;?;Paper;Wirebound Message Book 4 per Page;10.86
Standard Class;CT-11995;Carol Triggs;Consumer;Lawrence;Massachusetts;East;FUR-CH-10004675;Chairs;?;872.32
Standard Class;JW-15220;Jane Waco;Corporate;?;?;East;FUR-FU-10002960;?;Eldon 200 Class Desk Accessories Burgundy;31.4
Standard Class;CS-11950;Carlos Soltero;?;Philadelphia;?;East;FUR-FU-10001473;Furnishings;?;60.31
Second Class;LC-16870;?;Consumer;Thornton;Colorado;?;OFF-AR-10003856;Art;Newell 344;13.34
Standard Class;TS-21085;Thais Sissman;Consumer;Ormond Beach;Florida;South;?;Binders;Zipper Ring Binder Pockets;2.81
?;?;Tim Brockman;Consumer;Seattle;?;West;FUR-BO-10000468;?;O'Sullivan 2-Shelf Heavy-Duty Bookcases;48.58
Standard Class;MO-17800;Meg O'Connel;Home Office;Chicago;Illinois;Central;FUR-FU-10002759;?;?;23.98
Standard Class;DC-12850;Dan Campbell;Consumer;?;Tennessee;South;OFF-EN-10003845;Envelopes;Colored Envelopes;14.76
Standard Class;GB-14575;Giulietta Baptist;Consumer;?;New York;East;?;?;Coloredge Poster Frame;113.6
?;JF-15565;Jill Fjeld;Consumer;Fayetteville;North Carolina;South;?;Storage;Carina Double Wide Media Storage Towers in Natural & Black;259.14
Standard Class;IG-15085;Ivan Gibson;?;?;California;West;?;Paper;Xerox 1934;111.96
Second Class;PM-19135;Peter McVee;Home Office;Dover;New Hampshire;East;TEC-AC-10004145;Accessories;Logitech diNovo Edge Keyboard;2249.91
First Class;NC-18415;Nathan Cano;Consumer;Houston;Texas;Central;FUR-CH-10003774;Chairs;Global Wood Trimmed Manager's Task Chair Khaki;191.06
Second Class;AT-10435;Alyssa Tate;Home Office;Los Angeles;California;West;OFF-AP-10001394;Appliances;Harmony Air Purifier;189.0
Standard Class;TC-21475;Tony Chapman;?;Bolingbrook;Illinois;?;OFF-BI-10002571;?;?;?
Standard Class;FM-14215;?;Corporate;Seattle;Washington;West;?;Art;Newell 309;23.1
Standard Class;?;Randy Ferguson;Corporate;Phoenix;?;West;OFF-BI-10002103;Binders;?;5.21
Standard Class;?;Patrick O'Brill;Consumer;Jacksonville;?;South;OFF-LA-10002787;?;Avery 480;3.0
?;PO-19180;Philisse Overcash;Home Office;?;New York;East;TEC-PH-10004614;?;AT&T 841000 Phone;138.0
Same Day;BD-11620;Brian DeCherney;Consumer;Lawton;?;Central;?;Storage;?;333.09
Second Class;?;Neola Schneider;Consumer;Dallas;Texas;Central;OFF-ST-10001325;Storage;Sterilite Officeware Hinged File Box;41.92
First Class;?;?;Consumer;Bethlehem;Pennsylvania;East;FUR-BO-10004409;Bookcases;Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray;177.45
Standard Class;BS-11590;Brendan Sweed;Corporate;Columbus;Ohio;East;?;Binders;Wilson Jones Custom Binder Spines & Labels;6.53
?;LC-17140;Logan Currie;Consumer;Philadelphia;Pennsylvania;?;TEC-PH-10002549;Phones;Polycom SoundPoint IP 450 VoIP phone;135.52
Second Class;JG-15310;Jason Gross;?;?;Rhode Island;East;OFF-SU-10003505;Supplies;Premier Electric Letter Opener;695.16
Standard Class;JW-15220;Jane Waco;Corporate;Lawrence;Massachusetts;East;FUR-FU-10002445;Furnishings;DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7;9.48
?;AH-10210;Alan Hwang;Consumer;Henderson;Kentucky;South;OFF-BI-10003650;Binders;GBC DocuBind 300 Electric Binding Machine;?
First Class;MB-17305;Maria Bertelson;Consumer;New York City;?;East;OFF-ST-10001590;Storage;?;40.44
Second Class;AR-10825;Anthony Rawles;Corporate;Concord;California;West;OFF-AR-10003469;Art;Nontoxic Chalk;3.52
Standard Class;SS-20140;Saphhira Shifley;?;Columbus;Georgia;South;FUR-FU-10002963;?;Master Caster Door Stop Gray;20.32
Standard Class;JM-15250;Janet Martin;Consumer;Huntsville;Texas;Central;?;?;?;310.74
Standard Class;NC-18625;Noah Childs;Corporate;Columbus;?;?;TEC-AC-10003433;Accessories;Maxell 4.7GB DVD+R 5/Pack;1.98
?;RB-19465;Rick Bensley;Home Office;New York City;New York;East;?;Labels;Avery 478;24.55
First Class;?;Resi Plking;?;Madison;Wisconsin;Central;FUR-CH-10001854;?;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807.84
?;CT-11995;Carol Triggs;Consumer;Tucson;Arizona;West;?;?;?;242.35
Standard Class;DB-13210;Dean Braden;?;Port Saint Lucie;Florida;?;OFF-BI-10004140;Binders;Avery Non-Stick Binders;?
Standard Class;DS-13180;David Smith;?;Amarillo;?;Central;FUR-BO-10002824;Bookcases;?;205.33
?;?;Eudokia Martin;Corporate;Los Angeles;California;West;OFF-LA-10004093;Labels;Avery 486;14.62
First Class;CD-12790;Cynthia Delaney;Home Office;Los Angeles;?;West;FUR-CH-10004997;Chairs;Hon Every-Day Series Multi-Task Chairs;601.54
Standard Class;JB-16045;Julia Barnett;Home Office;Philadelphia;Pennsylvania;East;TEC-PH-10002538;Phones;Grandstream GXP1160 VoIP phone;68.24
Same Day;RP-19390;Resi Plking;?;?;Washington;?;TEC-AC-10000865;?;WD My Passport Ultra 500GB Portable External Hard Drive;118.0
Standard Class;DO-13645;Doug O'Connell;Consumer;Paterson;?;East;?;Chairs;?;302.94
?;RD-19720;Roger Demir;?;New York City;New York;?;?;Furnishings;Tensor Computer Mounted Lamp;?
First Class;AW-10930;Arthur Wiediger;Home Office;Philadelphia;Pennsylvania;East;OFF-LA-10000134;Labels;Avery 511;?
?;JO-15550;Jesus Ocampo;Home Office;?;Pennsylvania;East;OFF-BI-10001575;?;GBC Linen Binding Covers;18.59
Second Class;RD-19900;Ruben Dartt;?;San Francisco;California;West;OFF-ST-10003638;Storage;Mobile Personal File Cube;93.68
Standard Class;?;Arthur Prichep;Consumer;Denver;Colorado;West;OFF-PA-10000019;Paper;?;31.1
?;?;Paul Prost;Home Office;Smyrna;Georgia;South;TEC-PH-10000215;Phones;?;104.85
Standard Class;PP-18955;Paul Prost;Home Office;Hollywood;?;South;TEC-PH-10000526;Phones;Vtech CS6719;383.96
?;?;Tiffany House;Corporate;?;Texas;?;OFF-PA-10000474;Paper;Easy-staple paper;?
?;LH-17155;Logan Haushalter;?;San Jose;California;West;OFF-EN-10001434;Envelopes;?;158.13
Standard Class;MJ-17740;Max Jones;Consumer;Orem;Utah;West;OFF-PA-10003441;Paper;Xerox 226;12.96
Second Class;DW-13480;?;?;Lakeville;?;?;OFF-PA-10004082;?;Adams Telephone Message Book w/Frequently-Called Numbers Space 400 Messages per Book;47.88
Standard Class;JM-15655;Jim Mitchum;?;Glendale;Arizona;?;OFF-FA-10000611;Fasteners;?;2.37
?;PG-18895;Paul Gonzalez;Consumer;Rochester;Minnesota;Central;OFF-LA-10000134;Labels;Avery 511;6.16
Second Class;?;Harry Greene;Consumer;Lake Charles;?;South;FUR-CH-10002304;Chairs;?;51.96
First Class;MH-17785;Maya Herman;Corporate;New York City;New York;?;OFF-AR-10001955;Art;Newell 319;119.04
Standard Class;OT-18730;Olvera Toch;?;Los Angeles;California;West;OFF-PA-10003441;Paper;Xerox 226;32.4
First Class;ES-14080;Erin Smith;Corporate;Tempe;Arizona;West;?;Phones;Pyle PMP37LED;?
Standard Class;AH-10075;Adam Hart;?;?;?;?;OFF-AR-10003504;Art;?;12.84
Standard Class;?;Chad Sievert;?;Los Angeles;?;West;?;Paper;Xerox 1913;110.96
First Class;BM-11140;Becky Martin;Consumer;New York City;New York;East;FUR-FU-10001602;Furnishings;Eldon Delta Triangular Chair Mat 52 x 58 Clear;?
?;JM-15250;Janet Martin;?;Huntsville;Texas;Central;FUR-FU-10002116;Furnishings;Tenex Carpeted Granite-Look or Clear Contemporary Contour Shape Chair Mats;?
Second Class;GG-14650;?;Corporate;Chicago;?;Central;OFF-ST-10004337;Storage;SAFCO Commercial Wire Shelving 72h;97.98
Standard Class;HJ-14875;Heather Jas;Home Office;?;Florida;South;OFF-PA-10004675;Paper;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;5.08
Standard Class;LF-17185;Luke Foster;Consumer;San Antonio;Texas;Central;FUR-FU-10004666;Furnishings;DAX Clear Channel Poster Frame;17.5
Standard Class;?;Tamara Manning;?;Orem;Utah;West;OFF-ST-10000046;?;?;?
Standard Class;NC-18535;?;Corporate;?;?;?;TEC-AC-10002167;?;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45.0
Standard Class;SO-20335;Sean O'Donnell;Consumer;?;?;West;OFF-PA-10000483;?;Xerox 19;154.9
Second Class;?;Cynthia Voltz;Corporate;Los Angeles;California;?;?;Accessories;Memorex Micro Travel Drive 32 GB;109.53
Standard Class;KB-16585;Ken Black;Corporate;Seattle;Washington;West;OFF-SU-10004498;?;?;64.4
Standard Class;?;Pete Kriz;Consumer;Madison;Wisconsin;Central;OFF-ST-10004186;?;?;?
Second Class;AM-10360;Alice McCarthy;?;Omaha;Nebraska;Central;?;Binders;GBC VeloBinder Strips;?
First Class;AR-10345;?;Corporate;Lawrence;Massachusetts;East;OFF-AR-10003338;Art;Eberhard Faber 3 1/2 Golf Pencils;14.88
Standard Class;JW-15955;Joni Wasserman;Consumer;?;?;?;OFF-AR-10003602;Art;Quartet Omega Colored Chalk 12/Pack;11.68
?;PN-18775;?;Home Office;Clarksville;Tennessee;South;?;Labels;Avery 496;3.0
Second Class;AG-10675;Anna Gayman;Consumer;Houston;Texas;Central;?;Storage;Contico 72H Heavy-Duty Storage System;131.14
?;SC-20260;Scott Cohen;Corporate;New York City;New York;East;?;Paper;?;68.52
Second Class;JP-15520;Jeremy Pistek;?;San Francisco;California;?;OFF-ST-10002743;Storage;?;340.92
Second Class;KM-16720;Kunst Miller;Consumer;Avondale;Arizona;West;TEC-AC-10002345;Accessories;HP Standard 104 key PS/2 Keyboard;23.2
First Class;EB-13870;Emily Burns;Consumer;?;Texas;?;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;?
?;JB-16000;Joy Bell-;Consumer;?;?;?;OFF-EN-10000461;Envelopes;#10- 4 1/8 x 9 1/2 Recycled Envelopes;17.48
Standard Class;BC-11125;Becky Castell;Home Office;El Cajon;California;West;FUR-CH-10000155;Chairs;Global Comet Stacking Armless Chair;478.48
Standard Class;BS-11380;Bill Stewart;Corporate;Denver;?;West;TEC-PH-10004833;Phones;Macally Suction Cup Mount;?
First Class;ND-18370;?;Consumer;San Francisco;California;?;TEC-AC-10001552;Accessories;Logitech K350 2.4Ghz Wireless Keyboard;99.54
Standard Class;TB-21400;Tom Boeckenhauer;?;New York City;New York;?;TEC-MA-10001127;Machines;HP Designjet T520 Inkjet Large Format Printer - 24 Color;6999.96
Standard Class;JK-15640;Jim Kriz;Home Office;San Bernardino;California;West;OFF-BI-10004230;Binders;?;110.53
First Class;?;Roger Barcio;Home Office;New York City;New York;?;OFF-ST-10001370;Storage;Sensible Storage WireTech Storage Systems;?
?;?;Logan Currie;Consumer;Philadelphia;?;East;?;Furnishings;Master Caster Door Stop Large Neon Orange;17.47
