First Class;?;?;Consumer;Philadelphia;?;East;?;Copiers;Hewlett Packard LaserJet 3310 Copier;1799.97
Standard Class;EA-14035;Erin Ashbrook;Corporate;Carrollton;Texas;Central;?;Paper;Xerox 206;10.37
Second Class;?;Denise Monton;Corporate;Orange;New Jersey;East;?;Binders;Avery Durable Binders;?
First Class;JE-15745;Joel Eaton;?;?;Colorado;?;TEC-AC-10004114;Accessories;KeyTronic 6101 Series - Keyboard - Black;196.75
Standard Class;RR-19525;?;Corporate;Overland Park;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;PF-19165;Philip Fox;?;Sandy Springs;Georgia;South;OFF-AR-10004344;Art;Bulldog Vacuum Base Pencil Sharpener;35.97
Standard Class;PK-19075;?;Consumer;New York City;?;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
?;SS-20140;?;Corporate;Los Angeles;?;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;?
First Class;JP-15460;Jennifer Patt;Corporate;?;Texas;Central;FUR-TA-10003008;Tables;Lesro Round Back Collection Coffee Table End Table;127.78
Second Class;?;Neil Ducich;Corporate;Macon;Georgia;South;?;?;?;38.88
?;GT-14755;Guy Thornton;Consumer;?;California;West;OFF-PA-10000552;Paper;Xerox 200;12.96
Second Class;MG-18205;Mitch Gastineau;Corporate;Jacksonville;Florida;South;OFF-BI-10003712;Binders;?;4.42
First Class;CR-12625;Corey Roper;Home Office;?;Georgia;South;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;?
Standard Class;CC-12430;Chuck Clark;?;Concord;New Hampshire;East;TEC-AC-10003628;Accessories;?;?
Standard Class;SP-20920;Susan Pistek;Consumer;San Luis Obispo;?;West;OFF-FA-10003059;Fasteners;Assorted Color Push Pins;3.62
Same Day;GZ-14470;?;Consumer;Columbia;?;East;OFF-AP-10002945;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;?;?;Arizona;West;?;Phones;Bose SoundLink Bluetooth Speaker;318.4
Standard Class;?;?;?;?;California;West;TEC-AC-10002345;Accessories;HP Standard 104 key PS/2 Keyboard;116.0
First Class;JM-16195;Justin MacKendrick;Consumer;Lake Forest;California;West;OFF-AP-10000828;?;Avanti 4.4 Cu. Ft. Refrigerator;?
Second Class;GD-14590;Giulietta Dortch;?;Philadelphia;Pennsylvania;East;TEC-PH-10004667;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
?;?;Chris Cortes;Consumer;Fairfield;Connecticut;East;OFF-EN-10004030;Envelopes;Convenience Packs of Business Envelopes;10.86
Second Class;?;Nora Pelletier;Home Office;Indianapolis;Indiana;Central;TEC-CO-10002095;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;999.98
First Class;TS-21370;Todd Sumrall;Corporate;Wilmington;Delaware;East;OFF-BI-10004492;?;?;221.06
?;JF-15415;Jennifer Ferguson;Consumer;?;Washington;West;OFF-PA-10002005;Paper;Xerox 225;?
Standard Class;?;Sanjit Engle;Consumer;?;California;West;OFF-ST-10000675;?;?;169.45
First Class;PF-19225;Phillip Flathmann;Consumer;Edmonds;Washington;West;TEC-PH-10002033;?;Konftel 250 Conference phone - Charcoal black;455.71
Standard Class;MG-17890;Michael Granlund;Home Office;Fresno;California;West;FUR-BO-10003894;Bookcases;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;120.67
?;CY-12745;Craig Yedwab;Corporate;Gilbert;Arizona;West;FUR-FU-10004306;?;Electrix Halogen Magnifier Lamp;621.76
Second Class;MH-18025;?;Consumer;Seattle;Washington;West;FUR-BO-10002213;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;704.9
Standard Class;?;Katherine Murray;Home Office;Salem;Virginia;?;OFF-EN-10002230;Envelopes;Airmail Envelopes;?
?;TZ-21580;Tracy Zic;Consumer;Los Angeles;California;?;?;Fasteners;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;10.65
Standard Class;SJ-20125;?;Home Office;?;Texas;Central;OFF-BI-10001757;Binders;Pressboard Hanging Data Binders for Unburst Sheets;8.86
Standard Class;JA-15970;Joseph Airdo;Consumer;Springfield;Oregon;West;TEC-MA-10004086;Machines;Plantronics Single Ear Headset;?
Standard Class;TS-21160;?;Corporate;Columbus;Georgia;South;TEC-PH-10001557;Phones;Pyle PMP37LED;287.97
Standard Class;AG-10900;?;Consumer;Tucson;Arizona;West;?;?;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;1023.94
First Class;TB-21250;Tim Brockman;Consumer;Austin;?;Central;TEC-AC-10003628;?;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
Standard Class;BS-11755;Bruce Stewart;Consumer;Philadelphia;Pennsylvania;?;OFF-AP-10000026;Appliances;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;?
?;NL-18310;Nancy Lomonaco;Home Office;Danville;California;West;OFF-AR-10003469;Art;Nontoxic Chalk;8.8
Second Class;?;Craig Carreira;Consumer;Chicago;Illinois;Central;?;?;Cardinal Hold-It CD Pocket;4.79
Standard Class;LE-16810;Laurel Elliston;Consumer;?;Delaware;?;OFF-ST-10001505;?;Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H;29.9
Second Class;JK-15205;Jamie Kunitz;?;?;Florida;South;OFF-BI-10004140;Binders;?;?
Standard Class;PW-19240;Pierre Wener;Consumer;?;?;West;FUR-BO-10002213;?;Sauder Forest Hills Library Woodland Oak Finish;?
?;TB-21520;Tracy Blumstein;Consumer;Jackson;Michigan;Central;OFF-PA-10004675;?;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;19.05
Second Class;?;?;Consumer;?;Arizona;West;OFF-BI-10004465;Binders;?;4.75
Standard Class;JK-15370;?;Consumer;Fresno;California;West;OFF-ST-10002486;Storage;Eldon Shelf Savers Cubes and Bins;48.86
Standard Class;CR-12580;Clay Rozendal;Home Office;Bellevue;?;West;OFF-SU-10004782;Supplies;Elite 5 Scissors;?
Standard Class;?;Logan Currie;Consumer;?;Ohio;East;OFF-AR-10001374;Art;BIC Brite Liner Highlighters Chisel Tip;?
First Class;JD-15895;Jonathan Doherty;Corporate;Riverside;California;West;OFF-AR-10003481;Art;Newell 348;13.12
Standard Class;?;?;Consumer;?;Kentucky;?;?;Envelopes;Laser & Ink Jet Business Envelopes;?
Standard Class;?;Rick Wilson;?;Mesa;Arizona;West;?;Phones;Samsung Rugby III;263.96
Standard Class;ES-14080;Erin Smith;Corporate;Providence;Rhode Island;East;TEC-PH-10003800;Phones;i.Sound Portable Power - 8000 mAh;105.98
Standard Class;?;Carol Darley;Consumer;Medford;Oregon;West;OFF-PA-10000241;Paper;IBM Multi-Purpose Copy Paper 8 1/2 x 11 Case;24.78
Standard Class;OT-18730;Olvera Toch;Consumer;Virginia Beach;Virginia;South;FUR-TA-10001520;Tables;Lesro Sheffield Collection Coffee Table End Table Center Table Corner Table;356.85
Second Class;?;?;Home Office;Fort Worth;Texas;?;?;Paper;Xerox 1945;360.71
Second Class;RD-19810;Ross DeVincentis;Home Office;Chicago;Illinois;Central;?;Paper;?;5.18
?;BT-11680;Brian Thompson;Consumer;?;Maryland;East;FUR-FU-10002918;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;181.96
?;SC-20260;Scott Cohen;Corporate;San Francisco;California;West;OFF-BI-10002735;?;GBC Prestige Therm-A-Bind Covers;137.24
?;LT-17110;Liz Thompson;Consumer;San Antonio;Texas;Central;OFF-BI-10004141;Binders;Insertable Tab Indexes For Data Binders;1.27
Standard Class;GH-14410;Gary Hansen;Home Office;?;Arizona;?;TEC-MA-10001148;Machines;Swingline SM12-08 MicroCut Jam Free Shredder;599.98
?;AT-10435;Alyssa Tate;Home Office;Los Angeles;?;West;?;Furnishings;?;9.94
First Class;HM-14980;Henry MacAllister;Consumer;Los Angeles;California;West;OFF-BI-10001757;Binders;Pressboard Hanging Data Binders for Unburst Sheets;11.81
Second Class;DK-13375;Dennis Kane;Consumer;Seattle;Washington;West;OFF-PA-10003883;Paper;Message Book Phone Wirebound Standard Line Memo 2 3/4 X 5;26.2
Standard Class;DO-13645;?;Consumer;Paterson;?;East;?;?;Global Value Steno Chair Gray;?
?;GB-14575;Giulietta Baptist;Consumer;?;Virginia;South;OFF-ST-10003208;Storage;Adjustable Depth Letter/Legal Cart;544.38
Standard Class;AT-10735;?;Consumer;Bristol;?;East;OFF-ST-10000563;?;Fellowes Bankers Box Stor/Drawer Steel Plus;95.94
?;?;Sanjit Jacobs;Home Office;New Brunswick;New Jersey;East;OFF-FA-10000624;Fasteners;OIC Binder Clips;7.16
?;SG-20470;Sheri Gordon;Consumer;Rockville;Maryland;East;?;Paper;Xerox 202;19.44
?;VS-21820;?;Consumer;Raleigh;North Carolina;South;OFF-AR-10001955;Art;Newell 319;47.62
Standard Class;MC-18100;?;Consumer;Bloomington;Illinois;Central;OFF-AR-10003829;Art;?;13.12
Standard Class;Dl-13600;?;?;Pasadena;Texas;Central;OFF-AP-10002203;Appliances;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;1.62
First Class;DK-12835;Damala Kotsonis;Corporate;?;Pennsylvania;East;OFF-BI-10002414;Binders;?;7.52
Standard Class;?;Anthony Johnson;Corporate;San Francisco;California;West;FUR-FU-10000550;Furnishings;?;?
Same Day;MA-17560;Matt Abelman;Home Office;New York City;New York;East;OFF-PA-10002254;?;Xerox 1883;?
?;?;Nathan Cano;Consumer;Jacksonville;North Carolina;South;OFF-EN-10001335;Envelopes;White Business Envelopes with Contemporary Seam Recycled White Business Envelopes;35.01
Standard Class;SP-20920;Susan Pistek;Consumer;Parma;?;East;FUR-CH-10000454;Chairs;?;1537.07
First Class;?;Darrin Sayre;Home Office;?;Colorado;West;?;?;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;209.79
Standard Class;SF-20965;Sylvia Foulston;?;Houston;Texas;Central;?;Binders;GBC Imprintable Covers;6.59
Standard Class;FM-14215;Filia McAdams;?;Bakersfield;California;West;OFF-PA-10002787;?;Xerox 227;12.96
?;LF-17185;?;Consumer;Inglewood;California;?;FUR-FU-10002703;?;?;128.9
Same Day;?;?;Corporate;Philadelphia;Pennsylvania;East;FUR-FU-10003976;Furnishings;DAX Executive Solid Wood Document Frame Desktop or Hang Mahogany 5 x 7;70.45
?;RA-19915;Russell Applegate;Consumer;Columbus;?;South;OFF-ST-10003058;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118.25
First Class;?;Andrew Gjertsen;Corporate;Los Angeles;California;West;OFF-BI-10004209;Binders;Fellowes Twister Kit Gray/Clear 3/pkg;?
?;BO-11350;Bill Overfelt;Corporate;?;?;East;OFF-BI-10003684;Binders;Wilson Jones Legal Size Ring Binders;26.39
Standard Class;BG-11035;Barry Gonzalez;?;Monroe;Louisiana;South;?;Accessories;?;659.9
Standard Class;MT-18070;Michelle Tran;Home Office;?;Oklahoma;Central;?;Binders;?;77.56
Second Class;RF-19735;Roland Fjeld;Consumer;Columbia;South Carolina;South;TEC-AC-10000023;Accessories;?;62.91
Standard Class;?;Paul Stevenson;Home Office;Seattle;Washington;West;OFF-ST-10001809;Storage;Fellowes Officeware Wire Shelving;359.32
First Class;EC-14050;Erin Creighton;Consumer;San Francisco;?;West;OFF-ST-10003442;?;?;56.56
Standard Class;?;William Brown;Consumer;Redmond;Oregon;West;OFF-AP-10001469;Appliances;?;133.47
Standard Class;SV-20785;Stewart Visinsky;Consumer;Baltimore;Maryland;?;OFF-SU-10001165;?;Acme Elite Stainless Steel Scissors;25.02
?;DW-13480;Dianna Wilson;Home Office;Lakeville;?;Central;FUR-CH-10004063;?;Global Deluxe High-Back Manager's Chair;2001.86
First Class;RW-19690;?;?;Wilmington;North Carolina;?;OFF-BI-10000848;Binders;Angle-D Ring Binders;3.28
Standard Class;?;Katherine Murray;Home Office;Dallas;Texas;Central;FUR-CH-10002024;Chairs;HON 5400 Series Task Chairs for Big and Tall;981.37
Standard Class;?;Scot Coram;Corporate;Los Angeles;?;West;OFF-PA-10002606;Paper;Xerox 1928;?
Standard Class;AG-10270;Alejandro Grove;Consumer;Omaha;Nebraska;?;OFF-ST-10000419;Storage;Rogers Jumbo File Granite;40.74
Standard Class;JM-15250;Janet Martin;Consumer;New York City;New York;?;OFF-BI-10003708;Binders;Acco Four Pocket Poly Ring Binder with Label Holder Smoke 1;29.8
Standard Class;?;?;Consumer;Los Angeles;?;West;FUR-FU-10000672;Furnishings;Executive Impressions 10 Spectator Wall Clock;47.04
Standard Class;?;Dana Kaydos;Consumer;?;?;?;FUR-FU-10001488;Furnishings;Tenex 46 x 60 Computer Anti-Static Chairmat Rectangular Shaped;339.14
Standard Class;SG-20080;Sandra Glassco;?;Independence;Missouri;Central;OFF-AP-10001058;Appliances;?;?
Second Class;DB-12910;Daniel Byrd;Home Office;Henderson;?;?;FUR-FU-10001591;Furnishings;Advantus Panel Wall Certificate Holder - 8.5x11;?
Second Class;VM-21685;?;Home Office;Seattle;Washington;West;?;Phones;Mitel MiVoice 5330e IP Phone;659.98
Standard Class;AJ-10780;Anthony Jacobs;Corporate;Los Angeles;?;West;OFF-PA-10003724;Paper;Wirebound Message Book 4 per Page;10.86
Standard Class;?;Carol Triggs;Consumer;Lawrence;Massachusetts;East;FUR-CH-10004675;?;?;872.32
Standard Class;?;Jane Waco;Corporate;Lawrence;Massachusetts;East;?;?;Eldon 200 Class Desk Accessories Burgundy;31.4
Standard Class;?;Carlos Soltero;?;Philadelphia;?;East;?;Furnishings;?;60.31
?;LC-16870;Lena Cacioppo;Consumer;Thornton;Colorado;West;?;Art;Newell 344;13.34
?;TS-21085;?;?;Ormond Beach;?;South;OFF-BI-10000145;Binders;Zipper Ring Binder Pockets;2.81
Second Class;TB-21250;Tim Brockman;?;Seattle;Washington;West;FUR-BO-10000468;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;48.58
?;MO-17800;?;Home Office;Chicago;Illinois;Central;FUR-FU-10002759;Furnishings;12-1/2 Diameter Round Wall Clock;?
Standard Class;?;Dan Campbell;?;Memphis;?;?;?;Envelopes;?;?
?;?;Giulietta Baptist;Consumer;New York City;?;East;FUR-FU-10003347;?;Coloredge Poster Frame;113.6
Second Class;JF-15565;Jill Fjeld;Consumer;Fayetteville;North Carolina;South;OFF-ST-10000736;Storage;Carina Double Wide Media Storage Towers in Natural & Black;?
Standard Class;IG-15085;Ivan Gibson;Consumer;San Diego;California;West;OFF-PA-10000806;Paper;Xerox 1934;111.96
Second Class;PM-19135;Peter McVee;Home Office;Dover;?;East;TEC-AC-10004145;Accessories;Logitech diNovo Edge Keyboard;2249.91
First Class;?;Nathan Cano;Consumer;?;Texas;Central;FUR-CH-10003774;Chairs;Global Wood Trimmed Manager's Task Chair Khaki;191.06
Second Class;AT-10435;Alyssa Tate;Home Office;Los Angeles;California;West;OFF-AP-10001394;Appliances;?;189.0
Standard Class;TC-21475;Tony Chapman;Home Office;Bolingbrook;Illinois;Central;OFF-BI-10002571;Binders;Avery Framed View Binder EZD Ring (Locking) Navy 1 1/2;9.98
Standard Class;FM-14215;Filia McAdams;Corporate;Seattle;Washington;West;OFF-AR-10001446;Art;Newell 309;23.1
Standard Class;RF-19345;Randy Ferguson;?;?;Arizona;West;OFF-BI-10002103;Binders;Cardinal Slant-D Ring Binder Heavy Gauge Vinyl;5.21
Standard Class;PO-18850;Patrick O'Brill;Consumer;Jacksonville;Florida;South;OFF-LA-10002787;?;Avery 480;3.0
Standard Class;PO-19180;Philisse Overcash;Home Office;New York City;New York;East;TEC-PH-10004614;Phones;AT&T 841000 Phone;138.0
Same Day;BD-11620;Brian DeCherney;?;?;Oklahoma;Central;OFF-ST-10000129;Storage;Fellowes Recycled Storage Drawers;333.09
?;NS-18505;Neola Schneider;Consumer;?;Texas;Central;OFF-ST-10001325;Storage;Sterilite Officeware Hinged File Box;41.92
First Class;OT-18730;Olvera Toch;Consumer;Bethlehem;Pennsylvania;East;FUR-BO-10004409;?;Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray;177.45
?;BS-11590;Brendan Sweed;Corporate;Columbus;Ohio;East;?;Binders;?;6.53
Second Class;LC-17140;?;Consumer;Philadelphia;?;East;TEC-PH-10002549;?;Polycom SoundPoint IP 450 VoIP phone;135.52
Second Class;JG-15310;Jason Gross;Corporate;Providence;Rhode Island;East;OFF-SU-10003505;Supplies;Premier Electric Letter Opener;?
?;JW-15220;Jane Waco;Corporate;Lawrence;Massachusetts;East;FUR-FU-10002445;Furnishings;DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7;9.48
Standard Class;AH-10210;Alan Hwang;Consumer;Henderson;Kentucky;South;OFF-BI-10003650;?;GBC DocuBind 300 Electric Binding Machine;1577.94
First Class;MB-17305;Maria Bertelson;Consumer;New York City;New York;East;OFF-ST-10001590;Storage;Tenex Personal Project File with Scoop Front Design Black;40.44
Second Class;AR-10825;Anthony Rawles;Corporate;Concord;California;?;OFF-AR-10003469;Art;Nontoxic Chalk;3.52
Standard Class;?;Saphhira Shifley;Corporate;Columbus;Georgia;South;FUR-FU-10002963;?;Master Caster Door Stop Gray;20.32
Standard Class;JM-15250;Janet Martin;Consumer;Huntsville;Texas;Central;FUR-CH-10003199;Chairs;Office Star - Contemporary Task Swivel Chair;310.74
Standard Class;NC-18625;?;Corporate;?;Indiana;?;TEC-AC-10003433;Accessories;Maxell 4.7GB DVD+R 5/Pack;1.98
Same Day;RB-19465;Rick Bensley;Home Office;New York City;New York;East;OFF-LA-10002034;?;Avery 478;24.55
First Class;?;Resi Plking;Consumer;Madison;Wisconsin;Central;?;?;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807.84
First Class;CT-11995;?;Consumer;Tucson;?;West;FUR-CH-10004860;Chairs;Global Low Back Tilter Chair;242.35
Standard Class;DB-13210;Dean Braden;?;?;Florida;?;OFF-BI-10004140;Binders;Avery Non-Stick Binders;2.69
Standard Class;?;David Smith;Corporate;Amarillo;Texas;Central;FUR-BO-10002824;Bookcases;?;?
First Class;EM-14095;Eudokia Martin;Corporate;Los Angeles;California;West;OFF-LA-10004093;Labels;Avery 486;14.62
First Class;CD-12790;Cynthia Delaney;Home Office;Los Angeles;California;West;FUR-CH-10004997;Chairs;Hon Every-Day Series Multi-Task Chairs;601.54
Standard Class;JB-16045;Julia Barnett;Home Office;Philadelphia;Pennsylvania;?;?;Phones;Grandstream GXP1160 VoIP phone;68.24
Same Day;RP-19390;Resi Plking;Consumer;Seattle;?;West;TEC-AC-10000865;Accessories;WD My Passport Ultra 500GB Portable External Hard Drive;?
Standard Class;DO-13645;?;Consumer;Paterson;?;East;FUR-CH-10004860;Chairs;?;302.94
Standard Class;RD-19720;Roger Demir;Consumer;New York City;?;?;FUR-FU-10004018;Furnishings;Tensor Computer Mounted Lamp;89.34
First Class;AW-10930;Arthur Wiediger;Home Office;Philadelphia;Pennsylvania;?;OFF-LA-10000134;Labels;Avery 511;?
First Class;JO-15550;Jesus Ocampo;Home Office;Chester;Pennsylvania;East;OFF-BI-10001575;Binders;GBC Linen Binding Covers;18.59
Second Class;?;Ruben Dartt;Consumer;?;California;West;OFF-ST-10003638;Storage;Mobile Personal File Cube;?
?;AP-10915;?;?;Denver;Colorado;West;OFF-PA-10000019;Paper;Xerox 1931;31.1
Same Day;PP-18955;Paul Prost;Home Office;Smyrna;Georgia;South;TEC-PH-10000215;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;104.85
?;PP-18955;?;?;Hollywood;Florida;South;?;?;Vtech CS6719;383.96
Second Class;TH-21235;Tiffany House;Corporate;Dallas;Texas;Central;OFF-PA-10000474;?;Easy-staple paper;85.06
Second Class;LH-17155;?;Consumer;San Jose;California;?;OFF-EN-10001434;Envelopes;Strathmore #10 Envelopes Ultimate White;158.13
Standard Class;MJ-17740;Max Jones;Consumer;Orem;Utah;West;?;Paper;Xerox 226;12.96
Second Class;?;Dianna Wilson;Home Office;Lakeville;Minnesota;Central;OFF-PA-10004082;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space 400 Messages per Book;47.88
Standard Class;JM-15655;?;?;Glendale;Arizona;West;OFF-FA-10000611;Fasteners;Binder Clips by OIC;2.37
Standard Class;PG-18895;?;Consumer;Rochester;Minnesota;Central;OFF-LA-10000134;?;Avery 511;6.16
Second Class;?;Harry Greene;Consumer;Lake Charles;Louisiana;?;FUR-CH-10002304;Chairs;?;51.96
First Class;MH-17785;Maya Herman;Corporate;New York City;New York;East;OFF-AR-10001955;Art;?;119.04
Standard Class;OT-18730;Olvera Toch;Consumer;Los Angeles;California;West;?;Paper;Xerox 226;?
First Class;ES-14080;Erin Smith;?;Tempe;Arizona;?;TEC-PH-10001557;Phones;?;230.38
?;AH-10075;Adam Hart;Corporate;Atlanta;Georgia;South;?;Art;Newell 347;12.84
Standard Class;?;Chad Sievert;?;Los Angeles;California;West;?;Paper;Xerox 1913;110.96
First Class;BM-11140;Becky Martin;Consumer;New York City;?;East;FUR-FU-10001602;Furnishings;Eldon Delta Triangular Chair Mat 52 x 58 Clear;113.79
Standard Class;JM-15250;Janet Martin;Consumer;Huntsville;Texas;Central;?;Furnishings;Tenex Carpeted Granite-Look or Clear Contemporary Contour Shape Chair Mats;141.42
Second Class;GG-14650;Greg Guthrie;Corporate;Chicago;Illinois;Central;?;Storage;SAFCO Commercial Wire Shelving 72h;97.98
Standard Class;HJ-14875;Heather Jas;Home Office;Jacksonville;Florida;South;OFF-PA-10004675;Paper;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;5.08
?;?;Luke Foster;?;San Antonio;Texas;Central;FUR-FU-10004666;Furnishings;DAX Clear Channel Poster Frame;17.5
Standard Class;TM-21010;Tamara Manning;Consumer;Orem;Utah;West;?;Storage;Fellowes Super Stor/Drawer Files;323.1
Standard Class;?;?;Corporate;San Francisco;California;West;?;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45.0
Standard Class;SO-20335;Sean O'Donnell;?;Los Angeles;California;West;?;Paper;?;154.9
Second Class;CV-12805;Cynthia Voltz;?;Los Angeles;?;?;TEC-AC-10004864;Accessories;?;109.53
Standard Class;KB-16585;Ken Black;Corporate;Seattle;?;West;OFF-SU-10004498;Supplies;Martin-Yale Premier Letter Opener;?
Standard Class;?;Pete Kriz;Consumer;Madison;?;Central;OFF-ST-10004186;Storage;?;665.88
Second Class;?;Alice McCarthy;Corporate;Omaha;Nebraska;?;OFF-BI-10004099;Binders;GBC VeloBinder Strips;15.36
First Class;AR-10345;Alex Russell;?;Lawrence;Massachusetts;East;OFF-AR-10003338;Art;?;14.88
Standard Class;JW-15955;?;Consumer;?;New York;East;?;Art;Quartet Omega Colored Chalk 12/Pack;?
Standard Class;PN-18775;?;Home Office;Clarksville;Tennessee;South;OFF-LA-10000081;Labels;Avery 496;3.0
Second Class;AG-10675;Anna Gayman;Consumer;Houston;Texas;Central;?;?;Contico 72H Heavy-Duty Storage System;?
Standard Class;SC-20260;Scott Cohen;Corporate;?;?;?;OFF-PA-10003790;?;Xerox 1991;?
Second Class;JP-15520;?;Consumer;?;California;West;?;Storage;SAFCO Boltless Steel Shelving;340.92
Second Class;KM-16720;Kunst Miller;Consumer;?;Arizona;West;TEC-AC-10002345;Accessories;HP Standard 104 key PS/2 Keyboard;23.2
First Class;EB-13870;Emily Burns;Consumer;San Antonio;Texas;Central;FUR-CH-10001146;?;Global Value Mid-Back Manager's Chair Gray;127.87
Standard Class;JB-16000;Joy Bell-;Consumer;?;Michigan;Central;OFF-EN-10000461;Envelopes;#10- 4 1/8 x 9 1/2 Recycled Envelopes;17.48
Standard Class;BC-11125;Becky Castell;Home Office;?;California;West;?;Chairs;Global Comet Stacking Armless Chair;?
Standard Class;?;?;Corporate;Denver;Colorado;?;TEC-PH-10004833;?;?;?
First Class;ND-18370;?;Consumer;San Francisco;California;West;TEC-AC-10001552;Accessories;Logitech K350 2.4Ghz Wireless Keyboard;99.54
